0.000700
332.753815,-654.972046,4627.843262
-1721.217041,1585.704224,4036.457275
4582.523926,-5360.410156,1773.369629
6614.253906,-1799.748535,2451.150635
-1846.500610,-3288.804443,-1881.603882
-4881.394531,1760.170532,-2961.254150
-2873.179688,3599.309082,-1110.955933
-2044.230591,2004.428589,3882.630127
1575.242188,1377.512817,7816.628418
6732.613281,942.668579,1581.735596
4237.271973,11.689385,-2178.163086
2698.734131,76.404892,-1727.411255
3407.091064,66.676163,-5625.414551
-95.772903,4.875441,-4029.985107
-2391.349121,-1760.649658,3651.130127
-1844.754761,-2260.047363,7321.857910
-301.016022,-4679.287109,6444.047363
-1721.217041,1585.704224,4036.457275
1315.387329,2513.844971,3352.15551
